epoch,accuracy,dice_coef,loss,lr,val_accuracy,val_dice_coef,val_loss
38,0.9974654316902161,0.9400908946990967,0.05990895256400108,1e-06,0.9935504198074341,0.8099691271781921,0.18748459219932556
39,0.9974767565727234,0.9403999447822571,0.05959988385438919,1e-06,0.9935576915740967,0.8103493452072144,0.18714512884616852
40,0.9974852800369263,0.940629780292511,0.05937020853161812,1e-06,0.9935578107833862,0.81031733751297,0.18712244927883148
41,0.9974924921989441,0.9408451318740845,0.05915499106049538,1e-06,0.9935542345046997,0.8100842237472534,0.18732303380966187
42,0.9974994659423828,0.941041886806488,0.0589580200612545,1e-06,0.993552029132843,0.809809148311615,0.18754778802394867
43,0.997508704662323,0.941313624382019,0.05868615210056305,1e-07,0.9935550093650818,0.8101370930671692,0.18727868795394897
44,0.9975093007087708,0.9413406252861023,0.05865934118628502,1e-07,0.9935562014579773,0.8102825284004211,0.1871558427810669
45,0.9975096583366394,0.941365122795105,0.05863481014966965,1e-07,0.9935572147369385,0.8103531002998352,0.1870938241481781
46,0.9975103139877319,0.9413890242576599,0.05861135944724083,1e-07,0.9935569763183594,0.8103864192962646,0.18706248700618744
47,0.9975109100341797,0.9414120316505432,0.05858824402093887,1e-07,0.993556797504425,0.8103980422019958,0.1870490163564682
